speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels;primary_lang_group;secondary_lang_group;primary_lang_group_id;secondary_lang_group_id
1633;kanuri1;kanuri1;kaduna, nigeria;kanuri;hausa babur;48;female;6;academic;nigeria, usa;48;97;not selected;not selected;0;0
1634;kazakh1;kazakh1;semey, kazakhstan;kazakh;russian italian turkish;18;male;9;academic;;0;98;not selected;not selected;0;0
1635;kazakh2;kazakh2;almaty, kazakhstan;kazakh;russian;22;male;6;academic;uk, india;0.4;98;not selected;not selected;0;0
1636;kazakh3;kazakh3;almaty, kazakhstan;kazakh;russian;49;female;30;naturalistic;usa;0.5;98;not selected;not selected;0;0
1637;kazakh4;kazakh4;kokshetau, kazakhstan;kazakh;russian dutch;38;female;37;academic;usa;0.3;98;not selected;not selected;0;0
1638;khmer1;khmer1;phnom penh, cambodia;khmer;none;21;female;16;academic;usa;3;99;not selected;not selected;0;0
1639;khmer2;khmer2;phnom penh, cambodia;khmer;none;19;male;16;academic;usa;4;99;not selected;not selected;0;0
1640;khmer3;khmer3;baling, kampongthum, cambodia;khmer;french;46;male;25;academic;usa;5.5;99;not selected;not selected;0;0
1641;khmer4;khmer4;phnom penh, cambodia;khmer;none;31;male;16;academic;usa;15;99;not selected;not selected;0;0
1642;khmer5;khmer5;kampong speu, cambodia;khmer;none;47;male;25;academic;usa;20;99;not selected;not selected;0;0
1643;khmer6;khmer6;auburn, australia;khmer;japanese;20;female;4;naturalistic;australia;20;99;not selected;not selected;0;0
1644;khmer7;khmer7;siem reap, cambodia;khmer;french mandarin;56;male;25;naturalistic;usa;30;99;not selected;not selected;0;0
1645;khmer8;khmer8;phnom penh, cambodia;khmer;none;22;male;5;naturalistic;usa;17;99;not selected;not selected;0;0
1646;khmer9;khmer9;phnom penh, cambodia;khmer;none;20;male;10;academic;usa;10;99;not selected;not selected;0;0
1647;kikongo1;kikongo1;new orleans, louisiana, usa;kikongo;french;19;male;16;academic;usa;1;100;not selected;not selected;0;0
1648;kikongo2;kikongo2;kimulaza, uige, angola;kikongo;portuguese lingala spanish;56;male;28;academic;usa;28;100;not selected;not selected;0;0
1649;kikuyu1;kikuyu1;nairobi, kenya;kikuyu;kiswahili french;48;male;5;academic;usa;8;101;not selected;not selected;0;0
1650;kikuyu2;kikuyu2;kerugoya, kenya;kikuyu;kiswahili;50;male;7;academic;kenya, usa;50;101;not selected;not selected;0;0
1651;kikuyu3;kikuyu3;nairobi, kenya;kikuyu;kiswahili kiambu;45;female;5;academic;kenya, usa;45;101;not selected;not selected;0;0
1652;kikuyu4;kikuyu4;nairobi, kenya;kikuyu;swahili;23;female;4;naturalistic;kenya, usa;23;101;not selected;not selected;0;0
1653;kikuyu5;kikuyu5;nairobi, kenya;kikuyu;swahili;20;male;4;naturalistic;kenya, canada, usa;20;101;not selected;not selected;0;0
1654;kiswahili1;kiswahili1;dar-es-salaam, tanzania;kiswahili;chagga;22;male;6;academic;usa;0.3;102;Niger-Congo;Atlantic-Congo;11;1101
1655;kiswahili2;kiswahili2;kigoma, tanzania;kiswahili;kiha;28;male;16;academic;usa;0.3;102;Niger-Congo;Atlantic-Congo;11;1101
1656;kiswahili3;kiswahili3;nairobi, kenya;kiswahili;kikuyu;29;male;6;academic;usa;10;102;Niger-Congo;Atlantic-Congo;11;1101
1657;kiswahili4;kiswahili4;goma, north kivu, democratic republic of congo;kiswahili;french lingala;36;male;34;academic;usa;1;102;Niger-Congo;Atlantic-Congo;11;1101
1658;kiswahili5;kiswahili5;tanga, tanzania;kiswahili;none;56;female;4;naturalistic;uganda, usa;8.5;102;Niger-Congo;Atlantic-Congo;11;1101
1659;kiswahili6;kiswahili6;dar-es-salaam, tanzania;kiswahili;none;32;female;8;academic;usa;9;102;Niger-Congo;Atlantic-Congo;11;1101
1660;kiswahili7;kiswahili7;dar-es-salaam, tanzania;kiswahili;french shona jamaican creole english;52;female;5;academic;uk, usa;27;102;Niger-Congo;Atlantic-Congo;11;1101
1661;kiswahili8;kiswahili8;nyeri, kenya;kiswahili;kikuyu maasai kamba;42;female;3;naturalistic;kenya, usa;42;102;Niger-Congo;Atlantic-Congo;11;1101
1662;kiswahili9;kiswahili9;tanga, tanzania;kiswahili;none;50;male;13;academic;usa;20;102;Niger-Congo;Atlantic-Congo;11;1101
1663;kiswahili10;kiswahili10;hola, kenya;kiswahili;arabic oromo;27;female;8;academic;usa;1;102;Niger-Congo;Atlantic-Congo;11;1101
1664;kiswahili11;kiswahili11;mombasa, kenya;kiswahili;none;58;male;7;academic;usa;28;102;Niger-Congo;Atlantic-Congo;11;1101
1665;konkani1;konkani1;hyderabad, andhra pradesh, india;konkani;marathi hindi-urdu kannada;38;female;6;academic;india;38;103;not selected;not selected;0;0
1666;konkani2;konkani2;manipal, karnataka, india;konkani;hindi kannada tulu tamil;27;male;5;academic;usa;0.1;103;not selected;not selected;0;0
1667;konkani3;konkani3;bombay, india;konkani;hindi marathi gujarati french;23;male;4;academic;usa;0.2;103;not selected;not selected;0;0
1668;korean1;korean1;ui jong bu, south korea;korean;french;29;male;13;academic;usa;1.1;104;Koreanic;Koreanic;7;701
1669;korean2;korean2;taegu, south korea;korean;none;23;female;14;academic;usa;0.1;104;Koreanic;Koreanic;7;701
1670;korean3;korean3;seoul, south korea;korean;spanish;19;female;17;academic;usa;0.6;104;Koreanic;Koreanic;7;701
1671;korean4;korean4;seoul, south korea;korean;none;29;female;15;academic;usa;2;104;Koreanic;Koreanic;7;701
1672;korean5;korean5;seoul, south korea;korean;none;50;female;12;academic;usa;23;104;Koreanic;Koreanic;7;701
1673;korean6;korean6;sunchun, south korea;korean;none;21;female;12;academic;;0;104;Koreanic;Koreanic;7;701
1674;korean7;korean7;seoul, south korea;korean;french;32;male;10;academic;usa;23;104;Koreanic;Koreanic;7;701
1675;korean8;korean8;seoul, south korea;korean;none;39;female;13;academic;usa;10;104;Koreanic;Koreanic;7;701
1676;korean9;korean9;taejon, south korea;korean;japanese;34;male;12;academic;uk,australia;2;104;Koreanic;Koreanic;7;701
1677;korean10;korean10;gwangju, south korea;korean;none;34;male;13;academic;3.5;0;104;Koreanic;Koreanic;7;701
1678;korean11;korean11;seoul, south korea;korean;none;26;male;14;academic;philippines;0.3;104;Koreanic;Koreanic;7;701
1679;korean12;korean12;sokcho, south korea;korean;none;31;male;31;academic;usa;1;104;Koreanic;Koreanic;7;701
1680;korean13;korean13;pusan, south korea;korean;none;50;female;12;academic;usa;19;104;Koreanic;Koreanic;7;701
1681;korean14;korean14;kota kinabalu, malaysia;korean;german;22;female;8;academic;usa;4;104;Koreanic;Koreanic;7;701
1682;korean15;korean15;pusan, south korea;korean;japanese;42;male;40;academic;usa;1;104;Koreanic;Koreanic;7;701
1683;korean16;korean16;nonsan, south korea;korean;none;30;female;13;academic;usa;0.2;104;Koreanic;Koreanic;7;701
1684;korean17;korean17;cheju-do, south korea;korean;none;21;male;8;academic;usa;0.3;104;Koreanic;Koreanic;7;701
1685;korean18;korean18;seoul, south korea;korean;spanish;25;male;7;academic;usa;12;104;Koreanic;Koreanic;7;701
1686;korean19;korean19;seoul, south korea;korean;none;21;female;14;academic;usa;0.9;104;Koreanic;Koreanic;7;701
1687;korean20;korean20;inchon, south korea;korean;none;58;female;13;academic;usa;38;104;Koreanic;Koreanic;7;701
1688;korean21;korean21;ulsan, south korea;korean;none;21;male;12;academic;usa;7;104;Koreanic;Koreanic;7;701
1689;korean22;korean22;inchon, south korea;korean;french spanish;19;female;8;academic;;0;104;Koreanic;Koreanic;7;701
1690;korean23;korean23;seoul, south korea;korean;japanese;49;female;12;academic;usa;5;104;Koreanic;Koreanic;7;701
1691;korean24;korean24;seoul, south korea;korean;none;42;male;13;academic;usa;3;104;Koreanic;Koreanic;7;701
1692;korean25;korean25;anseong, kyong gi, south korea;korean;japanese;34;female;12;academic;usa;6;104;Koreanic;Koreanic;7;701
1693;korean26;korean26;seoul, south korea;korean;spanish;23;male;21;academic;canada;1.2;104;Koreanic;Koreanic;7;701
1694;korean27;korean27;haenam, south korea;korean;none;51;male;14;academic;usa;14;104;Koreanic;Koreanic;7;701
1695;korean28;korean28;seoul, south korea;korean;spanish;62;female;13;academic;usa;17;104;Koreanic;Koreanic;7;701
1696;korean29;korean29;masan, south korea;korean;japanese;19;female;8;naturalistic;usa;10;104;Koreanic;Koreanic;7;701
1697;korean30;korean30;seoul, south korea;korean;none;49;female;14;academic;usa;26;104;Koreanic;Koreanic;7;701
1698;korean31;korean31;seoul, south korea;korean;none;18;female;7;academic;usa;2;104;Koreanic;Koreanic;7;701
1699;korean32;korean32;seoul, south korea;korean;none;35;female;28;naturalistic;usa;7;104;Koreanic;Koreanic;7;701
1700;korean33;korean33;seongnam, south korea;korean;japanese;30;female;13;academic;usa;2;104;Koreanic;Koreanic;7;701
1701;korean34;korean34;seoul, south korea;korean;japanese;20;female;11;academic;usa;6;104;Koreanic;Koreanic;7;701
1702;korean35;korean35;gwangju, south korea;korean;japanese german spanish;48;male;12;academic;usa;6;104;Koreanic;Koreanic;7;701
1703;korean36;korean36;taegu, south korea;korean;japanese;51;female;12;academic;usa;28;104;Koreanic;Koreanic;7;701
1704;korean37;korean37;seoul, south korea;korean;none;27;female;14;academic;usa;13;104;Koreanic;Koreanic;7;701
1705;korean38;korean38;inchon, south korea;korean;spanish japanese spanish japanese;25;male;10;academic;usa;10;104;Koreanic;Koreanic;7;701
1706;korean39;korean39;pusan, south korea;korean;chinese;55;male;14;academic;usa;41;104;Koreanic;Koreanic;7;701
1707;korean40;korean40;seoul, south korea;korean;chinese;21;female;17;academic;usa;2;104;Koreanic;Koreanic;7;701
1708;korean41;korean41;seoul, south korea;korean;none;50;female;12;academic;usa;9;104;Koreanic;Koreanic;7;701
1709;korean42;korean42;bayside, new york, usa;korean;none;26;male;3;naturalistic;usa;13;104;Koreanic;Koreanic;7;701
1710;korean43;korean43;taejon, south korea;korean;none;20;male;13;academic;usa;6;104;Koreanic;Koreanic;7;701
1711;korean44;korean44;inchon, south korea;korean;none;49;male;14;academic;;0;104;Koreanic;Koreanic;7;701
1712;korean45;korean45;inchon, south korea;korean;none;28;male;13;academic;usa;11;104;Koreanic;Koreanic;7;701
1713;korean46;korean46;seoul, south korea;korean;japanese;21;female;21;academic;usa;0.3;104;Koreanic;Koreanic;7;701
1714;korean47;korean47;seoul, south korea;korean;chinese;23;male;10;academic;usa;10;104;Koreanic;Koreanic;7;701
1715;korean48;korean48;seoul, south korea;korean;none;32;male;27;academic;usa;6;104;Koreanic;Koreanic;7;701
1716;korean49;korean49;an yang, south korea;korean;japanese;22;female;7;academic;usa, canada;1;104;Koreanic;Koreanic;7;701
1717;korean50;korean50;taejon, south korea;korean;none;57;female;13;academic;usa;30;104;Koreanic;Koreanic;7;701
1718;korean51;korean51;seoul, south korea;korean;none;25;male;16;academic;usa;10;104;Koreanic;Koreanic;7;701
1719;korean52;korean52;seoul, south korea;korean;none;40;male;12;academic;usa;2;104;Koreanic;Koreanic;7;701
1720;korean53;korean53;seoul, south korea;korean;spanish;25;female;9;academic;usa;16;104;Koreanic;Koreanic;7;701
1721;korean54;korean54;pohang, south korea;korean;none;34;male;16;academic;usa;1;104;Koreanic;Koreanic;7;701
1722;korean55;korean55;kimpo, south korea;korean;none;19;female;10;academic;usa;9;104;Koreanic;Koreanic;7;701
1723;korean56;korean56;seoul, south korea;korean;tagalog;20;female;7;naturalistic;usa;3;104;Koreanic;Koreanic;7;701
1724;korean57;korean57;suwon, south korea;korean;none;29;female;9;academic;usa;5;104;Koreanic;Koreanic;7;701
1725;korean58;korean58;seoul, south korea;korean;japanese;22;female;11;academic;usa;6;104;Koreanic;Koreanic;7;701
1726;korean59;korean59;seoul, south korea;korean;none;37;female;12;academic;usa;0.2;104;Koreanic;Koreanic;7;701
1727;korean60;korean60;seoul, south korea;korean;none;29;male;7;academic;usa;6;104;Koreanic;Koreanic;7;701
1728;korean61;korean61;taegu, south korea;korean;mandarin;22;female;9;academic;usa;6;104;Koreanic;Koreanic;7;701
1729;korean62;korean62;seoul, south korea;korean;spanish;25;male;12;academic;usa;7;104;Koreanic;Koreanic;7;701
1730;korean63;korean63;taejon, south korea;korean;none;25;male;9;academic;usa;1.5;104;Koreanic;Koreanic;7;701
1731;korean64;korean64;gwangju, south korea;korean;none;21;female;13;academic;usa;1;104;Koreanic;Koreanic;7;701
1732;korean65;korean65;gwangju, south korea;korean;mandarin;23;female;6;academic;usa;0.1;104;Koreanic;Koreanic;7;701
1733;korean66;korean66;seoul, south korea;korean;french;21;female;5;academic;usa;0.1;104;Koreanic;Koreanic;7;701
1734;korean67;korean67;seoul, south korea;korean;japanese french;21;female;5;academic;usa;0.1;104;Koreanic;Koreanic;7;701
1735;korean68;korean68;seoul, south korea;korean;spanish;62;female;25;academic;usa;34;104;Koreanic;Koreanic;7;701
1736;korean69;korean69;inchon, south korea;korean;spanish;23;female;10;academic;usa;12;104;Koreanic;Koreanic;7;701
1737;korean70;korean70;seoul, south korea;korean;none;53;female;3;academic;usa;15;104;Koreanic;Koreanic;7;701
1738;korean71;korean71;pusan, south korea;korean;none;22;male;12;academic;usa;9.5;104;Koreanic;Koreanic;7;701
1739;korean72;korean72;inchon, south korea;korean;none;55;male;13;academic;usa;35;104;Koreanic;Koreanic;7;701
1740;korean73;korean73;changwon, south korea;korean;chinese japanese;19;female;10;academic;usa;0.2;104;Koreanic;Koreanic;7;701
1741;korean74;korean74;seoul, south korea;korean;none;20;female;10;academic;usa;11;104;Koreanic;Koreanic;7;701
1742;korean75;korean75;bucheon, south korea;korean;none;22;male;10;academic;usa;0.1;104;Koreanic;Koreanic;7;701
1743;korean76;korean76;chuncheon, gangwon-do, south korea;korean;japanese;31;female;7;academic;usa;7;104;Koreanic;Koreanic;7;701
1744;korean77;korean77;seoul, south korea;korean;chinese;20;female;5;academic;usa;0.9;104;Koreanic;Koreanic;7;701
1745;korean78;korean78;inchon, south korea;korean;none;32;female;12;academic;usa;17;104;Koreanic;Koreanic;7;701
1746;korean79;korean79;anseong, south korea;korean;none;53;female;16;academic;usa;36;104;Koreanic;Koreanic;7;701
1747;korean80;korean80;seoul, south korea;korean;japanese spanish;42;female;13;academic;usa;19;104;Koreanic;Koreanic;7;701
1748;korean81;korean81;jeonju, south korea;korean;burmese;44;male;12;academic;usa;10;104;Koreanic;Koreanic;7;701
1749;korean82;korean82;pusan, south korea;korean;spanish;29;female;8;academic;usa;8.5;104;Koreanic;Koreanic;7;701
1750;korean83;korean83;pusan, south korea;korean;japanese;31;male;10;academic;usa;10;104;Koreanic;Koreanic;7;701
1751;korean84;korean84;inchon, south korea;korean;none;21;male;16;academic;new zealand;4;104;Koreanic;Koreanic;7;701
1752;korean85;korean85;seoul, south korea;korean;mandarin;20;female;14;academic;usa;5;104;Koreanic;Koreanic;7;701
1753;korean86;korean86;seoul, south korea;korean;mandarin;21;female;6;academic;singapore, usa;2.5;104;Koreanic;Koreanic;7;701
1754;korean87;korean87;seoul, south korea;korean;none;20;male;8;academic;usa;0.4;104;Koreanic;Koreanic;7;701
1755;korean88;korean88;seoul, south korea;korean;none;24;female;9;academic;usa;4;104;Koreanic;Koreanic;7;701
1756;korean89;korean89;seoul, south korea;korean;none;18;male;5;academic;usa;2;104;Koreanic;Koreanic;7;701
1757;korean90;korean90;seoul, south korea;korean;japanese french;35;female;12;academic;usa;6.8;104;Koreanic;Koreanic;7;701
1758;korean91;korean91;seoul, south korea;korean;japanese;43;female;14;academic;usa;7;104;Koreanic;Koreanic;7;701
1759;korean92;korean92;seoul, south korea;korean;none;19;female;6;naturalistic;mariana island, usa;12;104;Koreanic;Koreanic;7;701
1760;korean93;korean93;seoul, south korea;korean;french;23;female;7;academic;usa;0.8;104;Koreanic;Koreanic;7;701
1761;korean94;korean94;gwangju, south korea;korean;japanese;21;female;8;academic;;0;104;Koreanic;Koreanic;7;701
1762;korean95;korean95;seoul, south korea;korean;none;36;female;13;academic;usa;12;104;Koreanic;Koreanic;7;701
1763;korean96;korean96;seoul, south korea;korean;mandarin;21;female;10;academic;usa;0.7;104;Koreanic;Koreanic;7;701
1764;korean97;korean97;seoul, south korea;korean;none;49;female;13;academic;usa;15;104;Koreanic;Koreanic;7;701
1765;krio1;krio1;freetown, sierra leone;krio;none;46;female;5;academic;usa;16;105;not selected;not selected;0;0
1766;krio2;krio2;freetown, sierra leone;krio;mandingo temne;26;male;5;naturalistic;sierra leone, usa;26;105;not selected;not selected;0;0
1767;krio3;krio3;freetown, sierra leone;krio;french susu arabic;21;female;5;naturalistic;sierra leone, usa;18;105;not selected;not selected;0;0
1768;krio4;krio4;freetown, sierra leone;krio;temne french fulani;48;female;7;academic;usa;30;105;not selected;not selected;0;0
1769;krio5;krio5;freetown, sierra leone;krio;oku;36;male;6;naturalistic;sierra leone, usa;26;105;not selected;not selected;0;0
1770;krio6;krio6;freetown, sierra leone;krio;temne;26;female;3;academic;sierra leone, usa;26;105;not selected;not selected;0;0
1771;kru1;kru1;margibi, liberia;kru;bassa;52;female;4;naturalistic;liberia, usa;52;106;not selected;not selected;0;0
1772;kurdish1;kurdish1;arbil, iraq;kurdish;french farsi;24;male;15;academic;usa;1.5;107;Indo-European;Indo-Iranian;5;505
1773;kurdish2;kurdish2;hawler, kurdistan, iraq;kurdish;farsi arabic;50;male;10;academic;usa;20;107;Indo-European;Indo-Iranian;5;505
1774;kurdish3;kurdish3;sulaymaniyah, iraq;kurdish;none;33;female;12;academic;usa;10;107;Indo-European;Indo-Iranian;5;505
1775;kurdish4;kurdish4;kirkuk, iraq;kurdish;arabic farsi;30;male;9;academic;usa;1;107;Indo-European;Indo-Iranian;5;505
1776;kurdish5;kurdish5;sulaymaniyah, iraq;kurdish;arabic farsi;32;male;11;academic;usa;12;107;Indo-European;Indo-Iranian;5;505
1777;kurdish6;kurdish6;sulaymaniyah, iraq;kurdish;arabic;57;female;11;academic;usa;12;107;Indo-European;Indo-Iranian;5;505
1778;kurdish7;kurdish7;sanandaj, iran;kurdish;farsi;29;male;13;academic;;0;107;Indo-European;Indo-Iranian;5;505
1779;kurdish8;kurdish8;sulaymaniyah, iraq;kurdish;none;55;female;39;naturalistic;usa;16;107;Indo-European;Indo-Iranian;5;505
1780;kurdish9;kurdish9;sulaymaniyah, iraq;kurdish;arabic;57;male;40;naturalistic;usa;17;107;Indo-European;Indo-Iranian;5;505
1781;kurdish10;kurdish10;sulaymaniyah, iraq;kurdish;arabic farsi;37;male;30;naturalistic;usa;7;107;Indo-European;Indo-Iranian;5;505
1782;kyrgyz1;kyrgyz1;bishkek, kyrgyzstan;kyrgyz;russian;32;female;28;academic;usa;2;108;not selected;not selected;0;0
1783;kyrgyz2;kyrgyz2;bishkek, kyrgystan;kyrgyz;russian;18;female;13;academic;usa;0.1;108;not selected;not selected;0;0
1784;kyrgyz3;kyrgyz3;bishkek, kyrgystan;kyrgyz;russian turkish kazakh;29;female;6;academic;usa;0.5;108;not selected;not selected;0;0
1785;lamaholot1;lamaholot1;leworook, nusa tenggara, indonesia;lamaholot;indonesian sikka kupang nagi;30;male;13;academic;usa;0.25;109;not selected;not selected;0;0
