speaker_id;file_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence
1817;mandarin53;ningbo, zhejiang, china;mandarin;none;38;female;13;academic;usa;15
1818;english511;montgomery, alabama, usa;english;german;31;female;0;naturalistic;usa;31
1819;english512;salina, kansas, usa;english;none;54;female;0;naturalistic;usa;54
1820;pashto9;kabul, afghanistan;pashto;dari;56;male;18;academic;usa;31
1821;ife1;lome, togo;ife;french spanish;30;male;12;academic;usa;13
1822;czech8;pizen, czech republic;czech;none;21;female;7;naturalistic;usa;14
1823;spanish120;bogota, colombia;spanish;french german;25;female;2;academic;usa;16
1824;swedish15;stokholm, sweden;swedish;none;22;male;12;academic;usa;1
1825;bengali13;dhaka, bangladesh;bengali;hindi urdu arabic;33;female;10;academic;usa;7
1826;spanish121;pasaquina, el salvador;spanish;none;34;male;21;academic;usa;10
1827;arabic70;casablanca, morocco;arabic;french spanish;47;male;16;academic;usa;25
1828;arabic71;kuwait city, kuwait;arabic;turkish spanish;29;female;21;naturalistic;usa;8
1829;thai13;nakhon si thammarat, thailand;thai;chinese;69;female;7;academic;usa;41
1830;french53;creteil, france;french;spanish;19;female;10;academic;usa;0.3
1831;spanish122;toluca, mexico;spanish;none;26;female;10;academic;usa;16
1832;arabic72;baghdad, iraq;arabic;none;20;female;11;academic;usa;4.8
1833;japanese20;yokosuka, japan;japanese;none;21;male;14;academic;usa;6
1834;spanish123;ilbague, colombia;spanish;french;57;female;14;academic;usa;17
1835;spanish124;santa cruz, bolivia;spanish;none;22;male;5;naturalistic;usa;14
1836;swedish16;goteborg, sweden;swedish;spanish french;39;female;11;academic;usa;15
1837;tagalog11;manila, philippines;tagalog;arabic;59;female;11;academic;usa;1
1838;korean36;taegu, south korea;korean;japanese;51;female;12;academic;usa;28
1839;greek15;jerusalem, israel;greek;french hebrew arabic;81;female;8;academic;usa;6
1840;spanish125;lima, peru;spanish;none;23;male;9;naturalistic;usa;14
1841;arabic73;nazareth, israel;arabic;hebrew;47;female;7;academic;usa;28
1842;mongolian8;jining, inner mongolia, china;mongolian;mandarin;25;male;5;academic;usa;1.5
1843;korean37;seoul, south korea;korean;none;27;female;14;academic;usa;13
1844;russian41;nizhni novgorod, russia;russian;german turkish japanese latin;30;female;10;academic;usa;10
1845;latvian3;riga, latvia;latvian;none;19;female;5;academic;usa;5
1846;french54;vichy, france;french;spanish russian;25;female;8;academic;usa;7.5
1847;japanese21;tokyo, japan;japanese;mandarin;53;female;13;academic;usa;23
1848;korean38;inchon, south korea;korean;spanish japanese spanish japanese;25;male;10;academic;usa;10
1849;portuguese41;mexico city, mexico;portuguese;spanish french;22;male;10;naturalistic;usa;7
1850;vietnamese16;long xuyen, vietnam;vietnamese;none;52;male;17;academic;usa;32
1851;tagalog12;legaspi, philippines;tagalog;bikol;33;female;5;academic;usa;20
1852;ukrainian10;lvivska oblast, ukraine;ukrainian;russian polish spanish;25;female;7;academic;usa;3
1853;spanish126;colon, panama;spanish;french;54;female;5;naturalistic;usa;35
1854;amharic16;werder, ethiopia;amharic;none;36;male;11;academic;usa;10
1855;tigrigna7;asmara, eritrea;tigrigna;none;37;female;7;academic;usa;13
1856;english513;bocas del toro, panama;english;spanish;52;female;0;naturalistic;panama, usa;52
1857;malayalam4;dubai, united arab emirates;malayalam;hindi arabic;18;female;3;academic;;0
1858;farsi17;gorgan, iran;farsi;spanish;27;female;16;academic;usa;3
1859;bulgarian15;varna, bulgaria;bulgarian;spanish;22;male;10;naturalistic;usa;12
1860;spanish127;san salvador, el salvador;spanish;italian;34;male;19;academic;usa;7
1861;swedish17;farjestaden, sweden;swedish;none;20;female;8;naturalistic;usa;0.3
1862;korean39;pusan, south korea;korean;chinese;55;male;14;academic;usa;41
1863;fanti3;accra, ghana;fanti;french;46;female;5;academic;usa;21
1864;taiwanese7;taipei, taiwan;taiwanese;cantonese;65;female;35;academic;usa;20
1865;nepali11;kathmandu, nepal;nepali;hindi;24;female;20;academic;usa;1
1866;haitian creole french6;ouanaminthe, haiti;haitian creole french;none;18;female;16;naturalistic;usa;1
1867;estonian4;paide, estonia;estonian;french spanish german;28;female;9;academic;uk, usa;6
1868;dari5;kabul, afghanistan;dari;pashto french;56;female;32;naturalistic;usa;24
1869;spanish128;lima, peru;spanish;none;30;female;7;academic;usa;17
1870;arabic74;alexandria, egypt;arabic;french;18;male;4;academic;usa;0.4
1871;ngemba2;bamenda, cameroon;ngemba;french;63;female;6;academic;usa;20
1872;english514;youngstown, ohio, usa;english;none;57;male;0;naturalistic;usa;57
1873;english515;youngstown, ohio, usa;english;none;55;female;0;naturalistic;usa;55
1874;spanish129;havana, cuba;spanish;none;47;female;30;naturalistic;usa;17
1875;english516;dripping springs, texas, usa;english;french japanese mandarin german;32;female;0;naturalistic;usa;32
1876;english517;colorado springs, colorado, usa;english;spanish;33;male;0;naturalistic;usa;33
1877;german33;stuttgart, germany;german;none;39;male;10;academic;;0
1878;english518;kells, meath, ireland;english;irish;24;male;0;naturalistic;ireland;24
1879;german34;bochum, germany;german;swedish;28;male;11;academic;uk;1
1880;bulgarian16;kyustendil, bulgaria;bulgarian;german;21;male;6;academic;uk;0.1
1881;japanese22;ashiya, japan;japanese;spanish french german;69;female;12;academic;usa;30
1882;english519;karachi, pakistan;english;urdu german;18;female;1;naturalistic;canada, usa;16
1883;portuguese42;luanda, angola;portuguese;spanish;24;male;21;academic;usa;3
1884;english520;st. paul, minnesota, usa;english;mandarin spanish;47;female;0;naturalistic;usa;47
1885;arabic75;riyadh, saudi arabia;arabic;none;26;female;2;naturalistic;usa;5.2
1886;english521;bethesda, maryland, usa;english;spanish;25;female;0;naturalistic;usa;25
1887;english522;bethpage, new york, usa;english;none;22;female;0;naturalistic;usa;22
1888;english523;madison, wisconsin, usa;english;arabic french;18;female;0;naturalistic;usa;18
1889;french55;settat, morocco;french;spanish italian;62;female;12;academic;usa;32
1890;english524;downers grove, illinois, usa;english;none;19;male;0;naturalistic;usa;19
1891;spanish130;guayaquil, ecuador;spanish;french;27;male;21;naturalistic;usa;1
1892;arabic76;jiddah, saudi arabia;arabic;none;25;male;4;naturalistic;usa;0.2
1893;english525;albion, new york, usa;english;none;18;female;0;naturalistic;usa;18
1894;arabic77;ad dammam, saudi arabia;arabic;korean japanese;18;female;4;naturalistic;usa;1
1895;english526;woodbridge, virginia, usa;english;none;20;male;0;naturalistic;usa;20
1896;mongolian9;yekaterinburg, russia;mongolian;italian french german;19;male;5;naturalistic;usa;14
1897;arabic78;washington, district of columbia, usa;arabic;none;19;female;3;naturalistic;usa;8
1898;french56;douala, cameroon;french;none;21;female;5;academic;usa;18
1899;arabic79;medina, saudi arabia;arabic;none;24;female;13;academic;usa;1
1900;mandarin54;chengdu, sichuan, china;mandarin;japanese;25;female;10;academic;usa;5
1901;arabic80;najran, saudi arabia;arabic;none;25;male;11;academic;usa;2
1902;hiligaynon1;bago city, philippines;hiligaynon;tagalog german visayan spanish;53;female;7;academic;usa;12
1903;spanish131;havana, cuba;spanish;none;56;male;25;naturalistic;usa;31
1904;spanish132;rio piedras, puerto rico;spanish;italian;50;female;15;academic;usa;30
1905;temne1;kono, sierra leone;temne;spanish french;21;male;10;academic;usa;9
1906;amharic17;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10
1907;english527;wynnewood, pennsylvania, usa;english;italian;25;female;0;naturalistic;usa;25
1908;english528;green bay, wisconsin, usa;english;arabic farsi swahili spanish;52;female;0;naturalistic;usa;52
1909;mandarin55;loudi, hunan, china;mandarin;japanese spanish;25;female;13;academic;usa;1.5
1910;mandarin56;baoding, hebei, china;mandarin;korean thai;26;female;11;academic;usa;0.7
1911;khmer7;siem reap, cambodia;khmer;french mandarin;56;male;25;naturalistic;usa;30
1912;sinhala6;colombo, sri lanka;sinhala;none;55;female;18;academic;usa;22
1913;farsi18;tehran, iran;farsi;turkish azerbaijani, south;19;female;5;academic;usa;5
1914;arabic81;riyadh, saudi arabia;arabic;german;22;male;17;naturalistic;usa;3.6
1915;bulgarian17;sofia, bulgaria;bulgarian;russian german french;31;female;9;naturalistic;usa;16
1916;spanish133;cochabamba, bolivia;spanish;portuguese japanese;38;male;19;academic;usa;13
1917;arabic82;damascus, syria;arabic;none;42;male;12;academic;usa;0.3
1918;polish31;trzebnica, poland;polish;german;34;female;16;academic;usa;11
1919;pashto10;mansehra, pakistan;pashto;urdu;26;female;5;academic;usa;14
1920;arabic83;riyadh, saudi arabia;arabic;none;22;male;21;academic;usa;1
1921;spanish134;la union, el salvador;spanish;none;41;female;13;academic;usa;28.7
1922;portuguese43;coronel fabriciano, minas gerais, brazil;portuguese;spanish;32;female;8;academic;usa;7
1923;spanish135;santiago de cuba, cuba;spanish;none;41;female;22;naturalistic;usa;18
1924;russian42;moscow, russia;russian;spanish french;24;female;4;academic;usa;7
1925;english529;burlington, vermont, usa;english;french spanish;29;female;0;naturalistic;usa;29
1926;english530;detroit, michigan, usa;english;german;50;female;0;naturalistic;usa;35
1927;arabic84;medina, saudi arabia;arabic;none;26;female;12;academic;usa;2
1928;english531;nokesville, virginia, usa;english;japanese french german;29;female;0;naturalistic;usa;26
1929;turkish30;izmir, turkey;turkish;none;24;female;11;academic;usa;0.8
1930;portuguese44;rio de janeiro, brazil;portuguese;spanish;38;female;24;naturalistic;usa;14
1931;french57;dakar, senegal;french;wolof pulaar;23;male;12;academic;usa;4
1932;russian43;st. petersburg, russia;russian;arabic;27;female;8;academic;usa;14
1933;english532;bristol, connecticut, usa;english;none;23;female;0;naturalistic;usa;23
1934;english533;fairfax, virginia, usa;english;spanish;38;female;0;naturalistic;usa;38
1935;mauritian2;grand port, mauritius;mauritian;arabic french;48;male;7;academic;usa;34.7
1936;farsi19;tehran, iran;farsi;none;63;female;27;naturalistic;usa;35
1937;french58;douala, cameroon;french;bassa german spanish lingala creole;25;female;18;academic;usa;8
1938;french59;paris, france;french;none;20;female;5;academic;usa;2
1939;finnish7;kauhava, finland;finnish;swedish spanish french;46;female;9;academic;usa;13
1940;vietnamese17;ho chi minh city, vietnam;vietnamese;none;33;female;11;academic;usa;12
1941;portuguese45;salvador, brazil;portuguese;spanish;19;female;7;academic;usa;12.5
1942;japanese23;kawasaki, japan;japanese;none;24;male;5;academic;usa;15
1943;korean40;seoul, south korea;korean;chinese;21;female;17;academic;usa;2
1944;jamaican creole english3;montego bay, jamaica;jamaican creole english;none;19;female;3;naturalistic;jamaica, usa;19
1945;french60;paris, france;french;spanish;20;female;11;academic;usa;0.8
1946;korean41;seoul, south korea;korean;none;50;female;12;academic;usa;9
1947;russian44;penza, russia;russian;german spanish;29;female;6;academic;usa;10
1948;japanese24;tokyo, japan;japanese;none;40;female;13;academic;usa;24
1949;spanish136;santiago, chile;spanish;french italian;49;male;8;academic;usa;41
1950;korean42;bayside, new york, usa;korean;none;26;male;3;naturalistic;usa;13
1951;english534;mineola, new york, usa;english;none;29;female;0;naturalistic;usa;29
1952;korean43;taejon, south korea;korean;none;20;male;13;academic;usa;6
1953;cameroon creole english1;buea, cameroon;cameroon creole english;none;18;male;10;academic;usa;8
1954;tagalog13;manila, philippines;tagalog;none;76;female;7;academic;usa;40
1955;english535;plymouth, massachusetts, usa;english;none;22;female;0;naturalistic;usa;22
1956;english536;richmond, virginia, usa;english;hebrew spanish;21;female;0;naturalistic;usa;21
1957;english537;woodbridge, virginia, usa;english;spanish;21;female;0;naturalistic;usa;21
1958;english538;lyndhurst, virginia, usa;english;french american sign language;20;female;0;naturalistic;usa;20
1959;english539;orange county, california, usa;english;none;19;female;0;naturalistic;usa;19
1960;english540;arlington, virginia, usa;english;japanese;18;female;0;naturalistic;usa;18
1961;english541;fort lauderdale, florida, usa;english;none;27;female;0;naturalistic;usa;27
1962;english542;toronto, ontario, canada;english;french;60;male;0;naturalistic;canada, usa;55
1963;arabic85;ad dammam, saudi arabia;arabic;none;24;female;14;academic;usa;0.4
1964;arabic86;cairo, egypt;arabic;french spanish;28;male;3;academic;usa, canada;2.8
1965;portuguese46;cascais, portugal;portuguese;french spanish;65;male;11;academic;canada;2
1966;hindi16;new delhi, india;hindi;russian;25;male;5;academic;usa;4
1967;shan1;taunggyi, myanmar;shan;thai;34;female;16;naturalistic;;0
1968;swiss german5;uster, switzerland;swiss german;german french dutch;34;male;8;academic;cayman islands, canada;8
1969;english543;vancouver, british columbia, canada;english;french japanese;39;female;0;naturalistic;canada, usa, uk, cayman islands;36
1970;english544;hanover, new hampshire, usa;english;spanish;31;male;0;naturalistic;usa;31
1971;korean44;inchon, south korea;korean;none;49;male;14;academic;;0
1972;german35;ingolstadt, germany;german;french russian spanish;51;female;11;academic;usa;31
1973;bengali14;kolkata, india;bengali;none;26;male;4;;;0
1974;cantonese22;hong kong, china;cantonese;none;30;female;3;academic;;0
1975;cantonese23;hong kong, china;cantonese;none;33;male;6;academic;;0
1976;italian31;naples, italy;italian;spanish;59;female;23;academic;usa;36
1977;ashanti1;accra, ghana;ashanti;french fanti;42;female;1;naturalistic;ghana, usa;42
1978;nepali12;kathmandu, nepal;nepali;hindi;26;female;6;academic;usa;3
1979;spanish137;santa ana, el salvador;spanish;none;24;female;21;academic;usa;4
1980;spanish138;san miguel, el salvador;spanish;none;24;female;16;academic;usa;8
1981;spanish139;guatemala city, guatemala;spanish;none;50;male;38;academic;usa;11
1982;korean45;inchon, south korea;korean;none;28;male;13;academic;usa;11
1983;croatian8;gospic, croatia;croatian;russian german;39;male;22;naturalistic;usa;17
1984;italian32;sardinia, italy;italian;french;49;male;14;academic;usa;24
1985;spanish140;cochabamba, bolivia;spanish;quechua;37;female;31;academic;usa;6
1986;mende3;freetown, sierra leone;mende;krio;32;male;5;academic;usa;3
1987;japanese25;kyoto, japan;japanese;none;52;female;13;academic;canada, usa;23
1988;hindi17;new delhi, india;hindi;none;47;female;3;academic;usa;24
1989;portuguese47;rosario do sul, brazil;portuguese;spanish;22;female;12;academic;usa;4.3
1990;mandarin57;shanghai, china;mandarin;cantonese;20;male;12;academic;uk;0.2
1991;japanese26;yokosuka, japan;japanese;russian;44;female;13;academic;usa;6
1992;swedish18;lulea, sweden;swedish;french italian;42;male;8;academic;usa;18
1993;farsi20;mazare sharif, afghanistan;farsi;german;48;female;19;naturalistic;usa;30
1994;german36;hamburg, germany;german;hindi;18;female;14;academic;;0
1995;english545;tangier island, virginia, usa;english;none;56;male;0;naturalistic;usa;56
1996;english546;tangier island, virginia, usa;english;none;43;female;0;naturalistic;usa;43
1997;english547;tangier island, virginia, usa;english;none;63;male;0;naturalistic;usa;63
1998;french61;rawalpindi, pakistan;french;urdu hindi punjabi german arabic;41;female;10;academic;usa;3
1999;ukrainian11;odessa, ukraine;ukrainian;russian;23;female;9;academic;usa;3
2000;mandarin58;superior, colorado, usa;mandarin;french;23;male;7;naturalistic;usa;16
2001;twi5;woodbridge, virginia, usa;twi;spanish;19;male;5;naturalistic;usa;19
2002;tagalog14;legaspi, philippines;tagalog;none;47;female;17;academic;usa;25
2003;english548;dublin, ireland;english;irish;61;male;0;naturalistic;ireland;61
2004;bengali15;dhaka, bangladesh;bengali;hindi urdu;46;female;8;academic;usa;14
2005;arabic87;kuwait city, kuwait;arabic;turkish;49;female;10;academic;usa;0.5
2006;;;;french italian;,;;;;years
2007;lao3;pakxe, laos;lao;none;52;male;20;naturalistic;usa;33
2008;arabic88;beirut, lebanon;arabic;french;19;female;4;academic;usa;3
2009;spanish141;la union, el salvador;spanish;none;24;male;12;academic;usa;12
2010;vietnamese18;saigon, vietnam;vietnamese;teochew;19;female;11;naturalistic;usa;10
2011;swedish19;ekenas, finland;swedish;finnish german;50;male;12;naturalistic;usa;26
2012;english549;exminister, uk;english;french arabic;19;female;0;naturalistic;uk, usa;17
2013;vietnamese19;ho chi minh city, vietnam;vietnamese;french korean;18;female;4;academic;usa;1.5
2014;macedonian26;ohrid, macedonia;macedonian;spanish serbian bulgarian;29;male;11;academic;usa;9.5
2015;korean46;seoul, south korea;korean;japanese;21;female;21;academic;usa;0.3
2016;spanish142;san salvador, el salvador;spanish;none;59;female;8;academic;usa;33
