,speaker_id,file_name,sample_name,birth_place,native_langs,other_langs,age,sex,age_of_english_onset,english_learning_method,english_residence,years_of_english_residence,class_labels,primary_lang_group,secondary_lang_group,primary_lang_group_id,secondary_lang_group_id
1532,473,italian6,italian6,"naples, italy",italian,german,32.0,female,15.0,academic,,0.0,87,Indo-European,Italic,5,506
1533,553,italian7,italian7,"naples, italy",italian,none,24.0,male,8.0,academic,usa,0.1,87,Indo-European,Italic,5,506
1534,589,italian8,italian8,"bari, italy",italian,french,43.0,male,10.0,academic,usa,0.1,87,Indo-European,Italic,5,506
1535,619,italian9,italian9,"turin, italy",italian,french,18.0,male,8.0,academic,usa,0.1,87,Indo-European,Italic,5,506
1536,627,italian10,italian10,"palermo, italy",italian,spanish portuguese french,48.0,male,12.0,academic,usa,25.0,87,Indo-European,Italic,5,506
1537,641,italian11,italian11,"cagliari, italy",italian,spanish,30.0,male,18.0,academic,uk,0.25,87,Indo-European,Italic,5,506
1538,681,italian12,italian12,"bellinzona, switzerland",italian,french portuguese swiss german,38.0,female,14.0,academic,"zimbabwe, usa",6.5,87,Indo-European,Italic,5,506
1539,733,italian13,italian13,"enna, italy",italian,sicilian,20.0,male,8.0,academic,,0.0,87,Indo-European,Italic,5,506
1540,761,italian14,italian14,"cosenza, italy",italian,french,20.0,male,8.0,academic,uk,0.1,87,Indo-European,Italic,5,506
1541,839,italian15,italian15,"forli, italy",italian,french,48.0,male,15.0,academic,uk,6.0,87,Indo-European,Italic,5,506
1542,942,italian16,italian16,"mantua, italy",italian,german french,40.0,male,14.0,academic,usa,9.0,87,Indo-European,Italic,5,506
1543,995,italian17,italian17,"turin, italy",italian,french spanish,28.0,male,14.0,naturalistic,usa,3.0,87,Indo-European,Italic,5,506
1544,1043,italian18,italian18,"grugliasco, italy",italian,french,20.0,male,8.0,academic,uk,1.0,87,Indo-European,Italic,5,506
1545,1114,italian19,italian19,"rome, italy",italian,french,19.0,male,11.0,academic,,0.0,87,Indo-European,Italic,5,506
1546,1123,italian20,italian20,"naples, italy",italian,none,32.0,male,15.0,academic,usa,15.5,87,Indo-European,Italic,5,506
1547,1124,italian21,italian21,"trento, italy",italian,french,42.0,male,20.0,academic,"usa, australia",12.0,87,Indo-European,Italic,5,506
1548,1175,italian22,italian22,"teramo, italy",italian,german,23.0,male,6.0,academic,,0.0,87,Indo-European,Italic,5,506
1549,1177,italian23,italian23,"cuneo, italy",italian,piemontese french spanish,34.0,female,14.0,academic,usa,10.0,87,Indo-European,Italic,5,506
1550,1322,italian25,italian25,"wiesbaden, germany",italian,german french,40.0,male,3.5,naturalistic,usa,27.0,87,Indo-European,Italic,5,506
1551,1406,italian24,italian24,"milan, italy",italian,spanish,23.0,female,6.0,academic,,0.0,87,Indo-European,Italic,5,506
1552,1489,italian26,italian26,"siracusa, sicily, italy",italian,french spanish arabic,49.0,male,11.0,academic,,0.0,87,Indo-European,Italic,5,506
1553,1543,italian27,italian27,"milan, italy",italian,none,33.0,female,10.0,academic,uk,0.2,87,Indo-European,Italic,5,506
1554,1679,italian28,italian28,"rome, italy",italian,french,25.0,male,6.0,academic,,0.0,87,Indo-European,Italic,5,506
1555,1686,italian29,italian29,"trieste, italy",italian,none,21.0,female,8.0,academic,usa,0.2,87,Indo-European,Italic,5,506
1556,1741,italian30,italian30,"bologna, italy",italian,none,23.0,male,11.0,academic,,0.0,87,Indo-European,Italic,5,506
1557,1976,italian31,italian31,"naples, italy",italian,spanish,59.0,female,23.0,academic,usa,36.0,87,Indo-European,Italic,5,506
1558,1984,italian32,italian32,"sardinia, italy",italian,french,49.0,male,14.0,academic,usa,24.0,87,Indo-European,Italic,5,506
1559,2020,italian33,italian33,"bitonto, italy",italian,portuguese,78.0,female,50.0,academic,usa,36.0,87,Indo-European,Italic,5,506
1560,2415,italian35,italian35,"alessandria, italy",italian,french swedish,22.0,male,5.0,academic,usa,0.1,87,Indo-European,Italic,5,506
1561,2600,italian36,italian36,"naples, italy",italian,none,61.0,female,13.0,naturalistic,usa,48.0,87,Indo-European,Italic,5,506
1562,2646,italian37,italian37,"rome, italy",italian,none,24.0,male,6.0,academic,uk,0.1,87,Indo-European,Italic,5,506
1563,2715,italian38,italian38,"milan, italy",italian,none,26.0,male,8.0,academic,usa,1.0,87,Indo-European,Italic,5,506
1564,2852,italian39,italian39,"cuggiono, italy",italian,swedish spanish norwegian danish french,47.0,female,11.0,academic,,0.0,87,Indo-European,Italic,5,506
1565,2994,italian34,italian34,"vicenza, italy",italian,french,46.0,female,11.0,academic,uk,0.1,87,Indo-European,Italic,5,506
1570,221,japanese1,japanese1,"tokyo, japan",japanese,sign language,25.0,female,12.0,academic,usa,2.0,89,Japonic,Japonic,6,601
1571,222,japanese2,japanese2,"tokyo, japan",japanese,none,27.0,female,12.0,academic,usa,1.3,89,Japonic,Japonic,6,601
1572,223,japanese3,japanese3,"kofu, yamanashi prefecture, japan",japanese,german,49.0,female,12.0,academic,usa,3.0,89,Japonic,Japonic,6,601
1573,224,japanese4,japanese4,"tokyo, japan",japanese,none,20.0,male,15.0,academic,usa,0.75,89,Japonic,Japonic,6,601
1574,225,japanese5,japanese5,"chiba, japan",japanese,mandarin,25.0,female,12.0,academic,usa,0.4,89,Japonic,Japonic,6,601
1575,226,japanese6,japanese6,"kawasaki, japan",japanese,spanish,30.0,female,10.0,academic,"usa,canada",12.0,89,Japonic,Japonic,6,601
1576,227,japanese7,japanese7,"osaka, japan",japanese,german,18.0,male,12.0,academic,,0.0,89,Japonic,Japonic,6,601
1577,486,japanese8,japanese8,"tokyo, japan",japanese,german latin,25.0,male,12.0,academic,,0.0,89,Japonic,Japonic,6,601
1578,543,japanese9,japanese9,"yokohama, japan",japanese,none,24.0,male,13.0,academic,canada,4.0,89,Japonic,Japonic,6,601
1579,827,japanese10,japanese10,"hakodate, japan",japanese,none,26.0,female,12.0,academic,usa,4.0,89,Japonic,Japonic,6,601
1580,1046,japanese11,japanese11,"toyama, japan",japanese,none,29.0,female,13.0,academic,usa,4.5,89,Japonic,Japonic,6,601
1581,1365,japanese12,japanese12,"tokyo, japan",japanese,none,36.0,male,12.0,academic,australia,8.7,89,Japonic,Japonic,6,601
1582,1381,japanese13,japanese13,"gunma, japan",japanese,chinese,28.0,male,11.0,academic,usa,0.1,89,Japonic,Japonic,6,601
1583,1382,japanese14,japanese14,"akashi, japan",japanese,german french korean chinese,37.0,female,12.0,academic,usa,0.8,89,Japonic,Japonic,6,601
1584,1521,japanese15,japanese15,"osaka, japan",japanese,french,45.0,male,12.0,academic,,0.0,89,Japonic,Japonic,6,601
1585,1537,japanese16,japanese16,"clark field, philippines",japanese,none,25.0,female,3.0,naturalistic,usa,17.0,89,Japonic,Japonic,6,601
1586,1610,japanese17,japanese17,"nara, japan",japanese,none,44.0,female,13.0,academic,usa,19.0,89,Japonic,Japonic,6,601
1587,1626,japanese18,japanese18,"kyoto, japan",japanese,none,52.0,female,13.0,academic,usa,20.0,89,Japonic,Japonic,6,601
1588,1684,japanese19,japanese19,"naha, japan",japanese,none,57.0,female,13.0,academic,usa,20.0,89,Japonic,Japonic,6,601
1589,1833,japanese20,japanese20,"yokosuka, japan",japanese,none,21.0,male,14.0,academic,usa,6.0,89,Japonic,Japonic,6,601
1590,1847,japanese21,japanese21,"tokyo, japan",japanese,mandarin,53.0,female,13.0,academic,usa,23.0,89,Japonic,Japonic,6,601
1591,1881,japanese22,japanese22,"ashiya, japan",japanese,spanish french german,69.0,female,12.0,academic,usa,30.0,89,Japonic,Japonic,6,601
1592,1942,japanese23,japanese23,"kawasaki, japan",japanese,none,24.0,male,5.0,academic,usa,15.0,89,Japonic,Japonic,6,601
1593,1948,japanese24,japanese24,"tokyo, japan",japanese,none,40.0,female,13.0,academic,usa,24.0,89,Japonic,Japonic,6,601
1594,1987,japanese25,japanese25,"kyoto, japan",japanese,none,52.0,female,13.0,academic,"canada, usa",23.0,89,Japonic,Japonic,6,601
1595,1991,japanese26,japanese26,"yokosuka, japan",japanese,russian,44.0,female,13.0,academic,usa,6.0,89,Japonic,Japonic,6,601
1596,2123,japanese27,japanese27,"tokyo, japan",japanese,none,21.0,female,13.0,academic,usa,0.2,89,Japonic,Japonic,6,601
1597,2390,japanese28,japanese28,"tokyo, japan",japanese,none,35.0,female,12.0,academic,usa,10.0,89,Japonic,Japonic,6,601
1598,2436,japanese29,japanese29,"nagoya, japan",japanese,none,21.0,female,15.0,academic,new zealand,1.0,89,Japonic,Japonic,6,601
1599,2492,japanese30,japanese30,"miyazaki, japan",japanese,none,19.0,male,12.0,academic,usa,0.3,89,Japonic,Japonic,6,601
1600,2493,japanese31,japanese31,"saitama, japan",japanese,none,20.0,female,15.0,academic,usa,0.2,89,Japonic,Japonic,6,601
1601,2547,japanese32,japanese32,"tokyo, japan",japanese,none,27.0,male,18.0,academic,canada,4.0,89,Japonic,Japonic,6,601
1602,2555,japanese33,japanese33,"ako, japan",japanese,none,30.0,female,12.0,academic,australia,10.0,89,Japonic,Japonic,6,601
1603,2567,japanese34,japanese34,"komaki, japan",japanese,none,19.0,male,10.0,academic,usa,0.7,89,Japonic,Japonic,6,601
1604,2723,japanese35,japanese35,"tokyo, japan",japanese,none,21.0,female,12.0,academic,usa,0.2,89,Japonic,Japonic,6,601
1605,2797,japanese36,japanese36,"tokyo, japan",japanese,none,21.0,male,12.0,naturalistic,usa,3.5,89,Japonic,Japonic,6,601
1606,2807,japanese37,japanese37,"kobe, japan",japanese,none,22.0,female,4.0,academic,usa,4.0,89,Japonic,Japonic,6,601
1607,2826,japanese38,japanese38,"osaka, japan",japanese,none,50.0,female,17.0,naturalistic,usa,24.0,89,Japonic,Japonic,6,601
1608,2843,japanese39,japanese39,"osaka, japan",japanese,none,22.0,male,7.0,academic,usa,11.0,89,Japonic,Japonic,6,601
1609,2850,japanese40,japanese40,"ohara machi, chiba prefecture, japan",japanese,none,84.0,female,15.0,academic,usa,58.0,89,Japonic,Japonic,6,601
1610,2866,japanese41,japanese41,"tokyo, japan",japanese,mandarin,63.0,male,15.0,academic,,0.0,89,Japonic,Japonic,6,601
1611,2940,japanese42,japanese42,"tokyo, japan",japanese,none,44.0,male,8.0,naturalistic,usa,35.0,89,Japonic,Japonic,6,601
1612,2953,japanese43,japanese43,"okinawa, japan",japanese,none,47.0,female,12.0,academic,usa,17.0,89,Japonic,Japonic,6,601
1613,3000,japanese44,japanese44,"osaka, japan",japanese,none,40.0,female,12.0,academic,usa,5.0,89,Japonic,Japonic,6,601
1614,3004,japanese45,japanese45,"kyoto, japan",japanese,none,57.0,female,13.0,academic,usa,20.0,89,Japonic,Japonic,6,601
1653,234,kiswahili1,kiswahili1,"dar-es-salaam, tanzania",kiswahili,chagga,22.0,male,6.0,academic,usa,0.3,102,Niger-Congo,Atlantic-Congo,11,1101
1654,235,kiswahili2,kiswahili2,"kigoma, tanzania",kiswahili,kiha,28.0,male,16.0,academic,usa,0.3,102,Niger-Congo,Atlantic-Congo,11,1101
1655,236,kiswahili3,kiswahili3,"nairobi, kenya",kiswahili,kikuyu,29.0,male,6.0,academic,usa,10.0,102,Niger-Congo,Atlantic-Congo,11,1101
1656,237,kiswahili4,kiswahili4,"goma, north kivu, democratic republic of congo",kiswahili,french lingala,36.0,male,34.0,academic,usa,1.0,102,Niger-Congo,Atlantic-Congo,11,1101
1657,877,kiswahili5,kiswahili5,"tanga, tanzania",kiswahili,none,56.0,female,4.0,naturalistic,"uganda, usa",8.5,102,Niger-Congo,Atlantic-Congo,11,1101
1658,887,kiswahili6,kiswahili6,"dar-es-salaam, tanzania",kiswahili,none,32.0,female,8.0,academic,usa,9.0,102,Niger-Congo,Atlantic-Congo,11,1101
1659,934,kiswahili7,kiswahili7,"dar-es-salaam, tanzania",kiswahili,french shona jamaican creole english,52.0,female,5.0,academic,"uk, usa",27.0,102,Niger-Congo,Atlantic-Congo,11,1101
1660,1041,kiswahili8,kiswahili8,"nyeri, kenya",kiswahili,kikuyu maasai kamba,42.0,female,3.0,naturalistic,"kenya, usa",42.0,102,Niger-Congo,Atlantic-Congo,11,1101
1661,1146,kiswahili9,kiswahili9,"tanga, tanzania",kiswahili,none,50.0,male,13.0,academic,usa,20.0,102,Niger-Congo,Atlantic-Congo,11,1101
1662,2403,kiswahili10,kiswahili10,"hola, kenya",kiswahili,arabic oromo,27.0,female,8.0,academic,usa,1.0,102,Niger-Congo,Atlantic-Congo,11,1101
1663,2575,kiswahili11,kiswahili11,"mombasa, kenya",kiswahili,none,58.0,male,7.0,academic,usa,28.0,102,Niger-Congo,Atlantic-Congo,11,1101
1667,238,korean1,korean1,"ui jong bu, south korea",korean,french,29.0,male,13.0,academic,usa,1.1,104,Koreanic,Koreanic,7,701
1668,239,korean2,korean2,"taegu, south korea",korean,none,23.0,female,14.0,academic,usa,0.1,104,Koreanic,Koreanic,7,701
1669,240,korean3,korean3,"seoul, south korea",korean,spanish,19.0,female,17.0,academic,usa,0.6,104,Koreanic,Koreanic,7,701
1670,241,korean4,korean4,"seoul, south korea",korean,none,29.0,female,15.0,academic,usa,2.0,104,Koreanic,Koreanic,7,701
1671,242,korean5,korean5,"seoul, south korea",korean,none,50.0,female,12.0,academic,usa,23.0,104,Koreanic,Koreanic,7,701
1672,243,korean6,korean6,"sunchun, south korea",korean,none,21.0,female,12.0,academic,,0.0,104,Koreanic,Koreanic,7,701
1673,244,korean7,korean7,"seoul, south korea",korean,french,32.0,male,10.0,academic,usa,23.0,104,Koreanic,Koreanic,7,701
1674,452,korean8,korean8,"seoul, south korea",korean,none,39.0,female,13.0,academic,usa,10.0,104,Koreanic,Koreanic,7,701
1675,474,korean9,korean9,"taejon, south korea",korean,japanese,34.0,male,12.0,academic,"uk,australia",2.0,104,Koreanic,Koreanic,7,701
1676,483,korean10,korean10,"gwangju, south korea",korean,none,34.0,male,13.0,academic,3.5,0.0,104,Koreanic,Koreanic,7,701
1677,559,korean11,korean11,"seoul, south korea",korean,none,26.0,male,14.0,academic,philippines,0.3,104,Koreanic,Koreanic,7,701
1678,608,korean12,korean12,"sokcho, south korea",korean,none,31.0,male,31.0,academic,usa,1.0,104,Koreanic,Koreanic,7,701
1679,759,korean13,korean13,"pusan, south korea",korean,none,50.0,female,12.0,academic,usa,19.0,104,Koreanic,Koreanic,7,701
1680,892,korean14,korean14,"kota kinabalu, malaysia",korean,german,22.0,female,8.0,academic,usa,4.0,104,Koreanic,Koreanic,7,701
1681,1005,korean15,korean15,"pusan, south korea",korean,japanese,42.0,male,40.0,academic,usa,1.0,104,Koreanic,Koreanic,7,701
1682,1006,korean16,korean16,"nonsan, south korea",korean,none,30.0,female,13.0,academic,usa,0.2,104,Koreanic,Koreanic,7,701
1683,1007,korean17,korean17,"cheju-do, south korea",korean,none,21.0,male,8.0,academic,usa,0.3,104,Koreanic,Koreanic,7,701
1684,1117,korean18,korean18,"seoul, south korea",korean,spanish,25.0,male,7.0,academic,usa,12.0,104,Koreanic,Koreanic,7,701
1685,1118,korean19,korean19,"seoul, south korea",korean,none,21.0,female,14.0,academic,usa,0.9,104,Koreanic,Koreanic,7,701
1686,1126,korean20,korean20,"inchon, south korea",korean,none,58.0,female,13.0,academic,usa,38.0,104,Koreanic,Koreanic,7,701
1687,1142,korean21,korean21,"ulsan, south korea",korean,none,21.0,male,12.0,academic,usa,7.0,104,Koreanic,Koreanic,7,701
1688,1145,korean22,korean22,"inchon, south korea",korean,french spanish,19.0,female,8.0,academic,,0.0,104,Koreanic,Koreanic,7,701
1689,1196,korean23,korean23,"seoul, south korea",korean,japanese,49.0,female,12.0,academic,usa,5.0,104,Koreanic,Koreanic,7,701
1690,1370,korean24,korean24,"seoul, south korea",korean,none,42.0,male,13.0,academic,usa,3.0,104,Koreanic,Koreanic,7,701
1691,1386,korean25,korean25,"anseong, kyong gi, south korea",korean,japanese,34.0,female,12.0,academic,usa,6.0,104,Koreanic,Koreanic,7,701
1692,1507,korean26,korean26,"seoul, south korea",korean,spanish,23.0,male,21.0,academic,canada,1.2,104,Koreanic,Koreanic,7,701
1693,1624,korean27,korean27,"haenam, south korea",korean,none,51.0,male,14.0,academic,usa,14.0,104,Koreanic,Koreanic,7,701
1694,1663,korean28,korean28,"seoul, south korea",korean,spanish,62.0,female,13.0,academic,usa,17.0,104,Koreanic,Koreanic,7,701
1695,1687,korean29,korean29,"masan, south korea",korean,japanese,19.0,female,8.0,naturalistic,usa,10.0,104,Koreanic,Koreanic,7,701
1696,1690,korean30,korean30,"seoul, south korea",korean,none,49.0,female,14.0,academic,usa,26.0,104,Koreanic,Koreanic,7,701
1697,1696,korean31,korean31,"seoul, south korea",korean,none,18.0,female,7.0,academic,usa,2.0,104,Koreanic,Koreanic,7,701
1698,1715,korean32,korean32,"seoul, south korea",korean,none,35.0,female,28.0,naturalistic,usa,7.0,104,Koreanic,Koreanic,7,701
1699,1722,korean33,korean33,"seongnam, south korea",korean,japanese,30.0,female,13.0,academic,usa,2.0,104,Koreanic,Koreanic,7,701
1700,1814,korean34,korean34,"seoul, south korea",korean,japanese,20.0,female,11.0,academic,usa,6.0,104,Koreanic,Koreanic,7,701
1701,1815,korean35,korean35,"gwangju, south korea",korean,japanese german spanish,48.0,male,12.0,academic,usa,6.0,104,Koreanic,Koreanic,7,701
1702,1838,korean36,korean36,"taegu, south korea",korean,japanese,51.0,female,12.0,academic,usa,28.0,104,Koreanic,Koreanic,7,701
1703,1843,korean37,korean37,"seoul, south korea",korean,none,27.0,female,14.0,academic,usa,13.0,104,Koreanic,Koreanic,7,701
1704,1848,korean38,korean38,"inchon, south korea",korean,spanish japanese spanish japanese,25.0,male,10.0,academic,usa,10.0,104,Koreanic,Koreanic,7,701
1705,1862,korean39,korean39,"pusan, south korea",korean,chinese,55.0,male,14.0,academic,usa,41.0,104,Koreanic,Koreanic,7,701
1706,1943,korean40,korean40,"seoul, south korea",korean,chinese,21.0,female,17.0,academic,usa,2.0,104,Koreanic,Koreanic,7,701
1707,1946,korean41,korean41,"seoul, south korea",korean,none,50.0,female,12.0,academic,usa,9.0,104,Koreanic,Koreanic,7,701
1708,1950,korean42,korean42,"bayside, new york, usa",korean,none,26.0,male,3.0,naturalistic,usa,13.0,104,Koreanic,Koreanic,7,701
1709,1952,korean43,korean43,"taejon, south korea",korean,none,20.0,male,13.0,academic,usa,6.0,104,Koreanic,Koreanic,7,701
1710,1971,korean44,korean44,"inchon, south korea",korean,none,49.0,male,14.0,academic,,0.0,104,Koreanic,Koreanic,7,701
1711,1982,korean45,korean45,"inchon, south korea",korean,none,28.0,male,13.0,academic,usa,11.0,104,Koreanic,Koreanic,7,701
1712,2015,korean46,korean46,"seoul, south korea",korean,japanese,21.0,female,21.0,academic,usa,0.3,104,Koreanic,Koreanic,7,701
1713,2058,korean47,korean47,"seoul, south korea",korean,chinese,23.0,male,10.0,academic,usa,10.0,104,Koreanic,Koreanic,7,701
1714,2075,korean48,korean48,"seoul, south korea",korean,none,32.0,male,27.0,academic,usa,6.0,104,Koreanic,Koreanic,7,701
1715,2098,korean49,korean49,"an yang, south korea",korean,japanese,22.0,female,7.0,academic,"usa, canada",1.0,104,Koreanic,Koreanic,7,701
1716,2133,korean50,korean50,"taejon, south korea",korean,none,57.0,female,13.0,academic,usa,30.0,104,Koreanic,Koreanic,7,701
1717,2134,korean51,korean51,"seoul, south korea",korean,none,25.0,male,16.0,academic,usa,10.0,104,Koreanic,Koreanic,7,701
1718,2158,korean52,korean52,"seoul, south korea",korean,none,40.0,male,12.0,academic,usa,2.0,104,Koreanic,Koreanic,7,701
1719,2244,korean53,korean53,"seoul, south korea",korean,spanish,25.0,female,9.0,academic,usa,16.0,104,Koreanic,Koreanic,7,701
1720,2262,korean54,korean54,"pohang, south korea",korean,none,34.0,male,16.0,academic,usa,1.0,104,Koreanic,Koreanic,7,701
1721,2263,korean55,korean55,"kimpo, south korea",korean,none,19.0,female,10.0,academic,usa,9.0,104,Koreanic,Koreanic,7,701
1722,2264,korean56,korean56,"seoul, south korea",korean,tagalog,20.0,female,7.0,naturalistic,usa,3.0,104,Koreanic,Koreanic,7,701
1723,2265,korean57,korean57,"suwon, south korea",korean,none,29.0,female,9.0,academic,usa,5.0,104,Koreanic,Koreanic,7,701
1724,2266,korean58,korean58,"seoul, south korea",korean,japanese,22.0,female,11.0,academic,usa,6.0,104,Koreanic,Koreanic,7,701
1725,2267,korean59,korean59,"seoul, south korea",korean,none,37.0,female,12.0,academic,usa,0.2,104,Koreanic,Koreanic,7,701
1726,2269,korean60,korean60,"seoul, south korea",korean,none,29.0,male,7.0,academic,usa,6.0,104,Koreanic,Koreanic,7,701
1727,2270,korean61,korean61,"taegu, south korea",korean,mandarin,22.0,female,9.0,academic,usa,6.0,104,Koreanic,Koreanic,7,701
1728,2271,korean62,korean62,"seoul, south korea",korean,spanish,25.0,male,12.0,academic,usa,7.0,104,Koreanic,Koreanic,7,701
